id,Caracteristica asignada,Justificación
3159,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3160,Ausencia de riesgo,Se vulnera la privacidad del paciente al acceder a sus datos sin autorización
3161,Eficacia,"Este error puede ocasionar que la orden no se complete, por falta del medicamento."
3162,Eficacia,El sistema falla en la completitud de la información al no integrar los datos del laboratorio. 
3163,Eficacia,"El sistema carece de precisión al generar un documento con datos erróneos. Esto impide que el personal de admisión cumpla su objetivo de emitir un comprobante válido y exacto, afectando la efectividad de la gestión administrativa."
3164,Eficacia,El sistema no cumple el objetivo de informar al cliente de su cita en la fecha correcta
3165,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3166,Eficacia,"Este error puede ocasionar que la orden no se complete, por falta del medicamento."
3167,Eficacia,El sistema no cumple el objetivo de informar al cliente de su cita en la fecha correcta
3168,Eficacia,"La imposibilidad de acceder a la sala virtual impide totalmente que se lleve a cabo la teleconsulta. Al no lograr establecerse la conexión a la hora agendada, el objetivo de la atención médica no se cumple, resultando en un grado de completitud nulo para la tarea."
3169,Eficacia,"Este error puede ocasionar que la orden no se complete, por falta del medicamento."
3170,Eficacia,"Este error puede ocasionar que la orden no se complete, por falta del medicamento."
3171,Eficacia,"Este error puede ocasionar que la orden no se complete, por falta del medicamento."
3172,Eficacia,"El fallo en el reconocimiento del convenio impide que el paciente alcance su objetivo de procesar su atención con la cobertura médica correspondiente, anulando la precisión y el éxito del trámite de admisión."
3173,Eficacia,"Este error puede ocasionar que la orden no se complete, por falta del medicamento."
3174,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3175,Eficacia,"El sistema carece de precisión al generar un documento con datos erróneos. Esto impide que el personal de admisión cumpla su objetivo de emitir un comprobante válido y exacto, afectando la efectividad de la gestión administrativa."
3176,Eficacia,"Este error puede ocasionar que la orden no se complete, por falta del medicamento."
3177,Eficacia,"Este error puede ocasionar que la orden no se complete, por falta del medicamento."
3178,Ausencia de riesgo,La expiración prematura de la sesión genera un riesgo directo de pérdida de los datos ya ingresados.
3179,Satisfacción,La interacción fallida resulta frustrante para los usuarios
3180,Eficacia,"Este error puede ocasionar que la orden no se complete, por falta del medicamento."
3181,Eficacia,"El fallo en el reconocimiento del convenio impide que el paciente alcance su objetivo de procesar su atención con la cobertura médica correspondiente, anulando la precisión y el éxito del trámite de admisión."
3182,Eficacia,"Este error puede ocasionar que la orden no se complete, por falta del medicamento."
3183,Eficacia,El sistema no permite cumplir el objetivo de ver antecedentes del paciente en consultas anteriores
3184,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3185,Eficacia,"El sistema falla en la completitud de la tarea al no guardar el archivo de la grabación. Esto impide que el médico logre su objetivo de mantener un respaldo íntegro de la consulta, afectando la exactitud del historial clínico."
3186,Eficacia,El especialista no puede cumplir el objetivo de ver sus citas pendientes
3187,Satisfacción,Esta situación resultará en la frustración de ambas partes y el abandono del sistema
3188,Satisfacción,Esta situación resultará en la frustración de ambas partes y el abandono del sistema
3189,Eficacia,El sistema carece de precisión al no actualizar la interfaz con una transacción financiera aprobada.
3190,Eficacia,Este problema complica el trabajo de los laboratoristas
3191,Eficacia,"El sistema carece de precisión al generar un documento con datos erróneos. Esto impide que el personal de admisión cumpla su objetivo de emitir un comprobante válido y exacto, afectando la efectividad de la gestión administrativa."
3192,Eficacia,"Este error puede ocasionar que la orden no se complete, por falta del medicamento."
3193,Eficacia,"Este error puede ocasionar que la orden no se complete, por falta del medicamento."
3194,Eficacia,"La imposibilidad de visualizar los resultados en el formato establecido (PDF) impide que el paciente alcance su objetivo específico de leer y descargar su información médica, anulando el grado de completitud de la tarea."
3195,Eficacia,"La imposibilidad de acceder a la sala virtual impide totalmente que se lleve a cabo la teleconsulta. Al no lograr establecerse la conexión a la hora agendada, el objetivo de la atención médica no se cumple, resultando en un grado de completitud nulo para la tarea."
3196,Eficacia,"La imposibilidad de acceder a la sala virtual impide totalmente que se lleve a cabo la teleconsulta. Al no lograr establecerse la conexión a la hora agendada, el objetivo de la atención médica no se cumple, resultando en un grado de completitud nulo para la tarea."
3197,Eficacia,"El cierre prematuro de la sesión impide que el médico logre su objetivo de completar y registrar la atención clínica. Esto afecta de manera directa el grado de completitud de la tarea, impidiendo finalizar el flujo correctamente."
3198,Eficacia,"El sistema falla en la precisión y exactitud al crear un registro duplicado para un paciente ya existente. Esto impide que el personal cumpla su objetivo, afectando negativamente la completitud de la tarea."
3199,Ausencia de riesgo,"La intermitencia en el acceso biométrico vulnera la fiabilidad de la autenticación del paciente, generando un riesgo directo de seguridad y exponiendo información médica confidencial a posibles accesos no autorizados."
3200,Eficacia,"La imposibilidad de acceder a la sala virtual impide totalmente que se lleve a cabo la teleconsulta. Al no lograr establecerse la conexión a la hora agendada, el objetivo de la atención médica no se cumple, resultando en un grado de completitud nulo para la tarea."
3201,Eficacia,"La imposibilidad de acceder a la sala virtual impide totalmente que se lleve a cabo la teleconsulta. Al no lograr establecerse la conexión a la hora agendada, el objetivo de la atención médica no se cumple, resultando en un grado de completitud nulo para la tarea."
3202,Eficacia,"La imposibilidad de acceder a la sala virtual impide totalmente que se lleve a cabo la teleconsulta. Al no lograr establecerse la conexión a la hora agendada, el objetivo de la atención médica no se cumple, resultando en un grado de completitud nulo para la tarea."
3203,Eficacia,"La caída del módulo impide finalizar el proceso financiero, lo que resulta en un grado de completitud nulo para la tarea y bloquea por completo el objetivo del usuario."
3204,Eficacia,"La imposibilidad de acceder a la sala virtual impide totalmente que se lleve a cabo la teleconsulta. Al no lograr establecerse la conexión a la hora agendada, el objetivo de la atención médica no se cumple, resultando en un grado de completitud nulo para la tarea."
3205,Eficacia,"El sistema falla en la completitud de la tarea al no guardar el archivo de la grabación. Esto impide que el médico logre su objetivo de mantener un respaldo íntegro de la consulta, afectando la exactitud del historial clínico."
3206,Ausencia de riesgo,La expiración prematura de la sesión genera un riesgo directo de pérdida de los datos ya ingresados.
3207,Eficacia,"La imposibilidad de acceder a la sala virtual impide totalmente que se lleve a cabo la teleconsulta. Al no lograr establecerse la conexión a la hora agendada, el objetivo de la atención médica no se cumple, resultando en un grado de completitud nulo para la tarea."
3208,Eficacia,"La imposibilidad de buscar por texto impide que el personal encuentre y asigne el código CIE-10 con la precisión requerida, obstaculizando la completitud del registro clínico."
3209,Eficacia,"La imposibilidad de acceder a la sala virtual impide totalmente que se lleve a cabo la teleconsulta. Al no lograr establecerse la conexión a la hora agendada, el objetivo de la atención médica no se cumple, resultando en un grado de completitud nulo para la tarea."
3210,Eficacia,"La imposibilidad de acceder a la sala virtual impide totalmente que se lleve a cabo la teleconsulta. Al no lograr establecerse la conexión a la hora agendada, el objetivo de la atención médica no se cumple, resultando en un grado de completitud nulo para la tarea."
3211,Eficacia,"La imposibilidad de acceder a la sala virtual impide totalmente que se lleve a cabo la teleconsulta. Al no lograr establecerse la conexión a la hora agendada, el objetivo de la atención médica no se cumple, resultando en un grado de completitud nulo para la tarea."
3212,Cobertura de contexto,El sistema pierde funcionalidades al ser usado desde otro dispositivo
3213,Eficacia,"La imposibilidad de acceder a la sala virtual impide totalmente que se lleve a cabo la teleconsulta. Al no lograr establecerse la conexión a la hora agendada, el objetivo de la atención médica no se cumple, resultando en un grado de completitud nulo para la tarea."
3214,Eficacia,"El sistema carece de precisión al generar un documento con datos erróneos. Esto impide que el personal de admisión cumpla su objetivo de emitir un comprobante válido y exacto, afectando la efectividad de la gestión administrativa."
3215,Eficiencia,"El sistema logra procesar la solictud, pero el tiempo invertido afecta negativamente el rendimiento y la experiencia esperada."
3216,Ausencia de riesgo,Se vulnera la privacidad del paciente al acceder a sus datos sin autorización
3217,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3218,Ausencia de riesgo,El cierre inesperado de la aplicación al intentar consultar resultados de laboratorio impide el acceso a información médica crítica. Esto genera un riesgo potencial para la salud del paciente al retrasar el conocimiento de su estado clínico.
3219,Eficacia,El sistema no cumple el objetivo de informar al cliente de su cita en la fecha correcta
3220,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3221,Eficacia,"El sistema carece de precisión al generar un documento con datos erróneos. Esto impide que el personal de admisión cumpla su objetivo de emitir un comprobante válido y exacto, afectando la efectividad de la gestión administrativa."
3222,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3223,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3224,Cobertura de contexto,El problema describe una funcionalidad que falla en unas versiones pero en otras no.
3225,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3226,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3227,Eficacia,"El sistema carece de precisión al generar un documento con datos erróneos. Esto impide que el personal de admisión cumpla su objetivo de emitir un comprobante válido y exacto, afectando la efectividad de la gestión administrativa."
3228,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3229,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3230,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3231,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3232,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3233,Eficacia,El sistema no cumple el objetivo de informar al cliente de su cita en la fecha correcta
3234,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3235,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3236,Ausencia de riesgo,"La intermitencia en el acceso biométrico vulnera la fiabilidad de la autenticación del paciente, generando un riesgo directo de seguridad y exponiendo información médica confidencial a posibles accesos no autorizados."
3237,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3238,Ausencia de riesgo,El cierre inesperado de la aplicación al intentar consultar resultados de laboratorio impide el acceso a información médica crítica. Esto genera un riesgo potencial para la salud del paciente al retrasar el conocimiento de su estado clínico.
3239,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3240,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3241,Eficacia,"El sistema carece de precisión al generar un documento con datos erróneos. Esto impide que el personal de admisión cumpla su objetivo de emitir un comprobante válido y exacto, afectando la efectividad de la gestión administrativa."
3242,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3243,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3244,Eficiencia,El sistema no está optimizado para datos móviles y malgasta los recursos
3245,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3246,Eficacia,"El bloqueo del sistema sin ofrecer retroalimentación impide totalmente que el personal de farmacia logre su objetivo de dispensar la medicación, resultando en un grado de completitud nulo para la tarea."
3247,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3248,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3249,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3250,Eficacia,"El sistema falla en la completitud de la tarea al no guardar el archivo de la grabación. Esto impide que el médico logre su objetivo de mantener un respaldo íntegro de la consulta, afectando la exactitud del historial clínico."
3251,Cobertura de contexto,La calidad de las imágenes es distinta entre la web y la app móvil.
3252,Eficacia,El sistema no cumple el objetivo de informar al cliente de su cita en la fecha correcta
3253,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
3254,Eficiencia,El sistema no está optimizado para datos móviles y malgasta los recursos
3255,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3256,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3257,Ausencia de riesgo,El cierre inesperado de la aplicación al intentar consultar resultados de laboratorio impide el acceso a información médica crítica. Esto genera un riesgo potencial para la salud del paciente al retrasar el conocimiento de su estado clínico.
3258,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3259,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3260,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3261,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3262,Satisfacción,Esta situación resultará en la frustración de ambas partes y el abandono del sistema
3263,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3264,Eficacia,"El cierre prematuro de la sesión impide que el médico logre su objetivo de completar y registrar la atención clínica. Esto afecta de manera directa el grado de completitud de la tarea, impidiendo finalizar el flujo correctamente."
3265,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3266,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3267,Eficacia,"La imposibilidad de buscar por texto impide que el personal encuentre y asigne el código CIE-10 con la precisión requerida, obstaculizando la completitud del registro clínico."
3268,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3269,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3270,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
3271,Eficacia,"El sistema carece de precisión al generar un documento con datos erróneos. Esto impide que el personal de admisión cumpla su objetivo de emitir un comprobante válido y exacto, afectando la efectividad de la gestión administrativa."
3272,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3273,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3274,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3275,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3276,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3277,Ausencia de riesgo,Este problema pone en riesgo la salud del paciente al permitir que se administre una dosis incorrecta.
3278,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3279,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3280,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3281,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3282,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3283,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3284,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3285,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3286,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3287,Ausencia de riesgo,Este problema pone en riesgo la salud del paciente al permitir que se administre una dosis incorrecta.
3288,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
3289,Satisfacción,Esta situación resultará en la frustración de ambas partes y el abandono del sistema
3290,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3291,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3292,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3293,Cobertura de contexto,El sistema pierde funcionalidades al ser usado desde otro dispositivo
3294,Eficacia,"La imposibilidad de anular una factura errónea impide que el personal de admisión logre su objetivo de corregir y mantener la exactitud de los registros financieros, afectando la completitud de la gestión administrativa."
3295,Eficacia,"La imposibilidad de visualizar los resultados en el formato establecido (PDF) impide que el paciente alcance su objetivo específico de leer y descargar su información médica, anulando el grado de completitud de la tarea."
3296,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3297,Ausencia de riesgo,"El congelamiento del sistema al intentar adjuntar resultados clínicos genera un riesgo grave de pérdida de información médica vital. Esto puede derivar en diagnósticos o tratamientos erróneos, comprometiendo directamente la seguridad y salud del paciente."
3298,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3299,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3300,Satisfacción,La interacción fallida resulta frustrante para los usuarios
3301,Eficacia,"El bloqueo del sistema sin ofrecer retroalimentación impide totalmente que el personal de farmacia logre su objetivo de dispensar la medicación, resultando en un grado de completitud nulo para la tarea."
3302,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3303,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3304,Eficacia,"El sistema falla en la precisión de la transacción, ya que el pago realizado no se registra. Esto impide que el paciente alcance el objetivo de confirmar exitosamente su consulta."
3305,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3306,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3307,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3308,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3309,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3310,Eficacia,El sistema no cumple el objetivo de informar al cliente de su cita en la fecha correcta
3311,Eficacia,"No se puede realizar la operación de búsqueda, y por tanto no se cumple el objetivo"
3312,Eficacia,"Este error puede ocasionar que la orden no se complete, por falta del medicamento."
3313,Eficacia,"El cierre prematuro de la sesión impide que el médico logre su objetivo de completar y registrar la atención clínica. Esto afecta de manera directa el grado de completitud de la tarea, impidiendo finalizar el flujo correctamente."
3314,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3315,Eficacia,El cliente no puede completar el proceso de confirmación.
3316,Eficacia,La imposibilidad de actualizar el número de contacto impide que el paciente logre su objetivo de mantener su información personal al día. Esto anula la completitud de la tarea y afecta la exactitud de la base de datos del hospital.
3317,Eficacia,"La pérdida de la nota clínica debido al cierre inesperado de sesión impide totalmente que el médico logre su objetivo de registrar la atención del paciente. Esto resulta en un grado de completitud nulo, anulando la efectividad de la tarea."
3318,Eficacia,El sistema no cumple el objetivo de informar al cliente de su cita en la fecha correcta
3319,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3320,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3321,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3322,Eficacia,"El sistema falla en la precisión y exactitud al crear un registro duplicado para un paciente ya existente. Esto impide que el personal cumpla su objetivo, afectando negativamente la completitud de la tarea."
3323,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3324,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3325,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3326,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3327,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3328,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3329,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3330,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3331,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3332,Eficiencia,"El sistema logra procesar la solictud, pero el tiempo invertido afecta negativamente el rendimiento y la experiencia esperada."
3333,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3334,Eficacia,"El sistema falla en la precisión y exactitud al crear un registro duplicado para un paciente ya existente. Esto impide que el personal cumpla su objetivo, afectando negativamente la completitud de la tarea."
3335,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3336,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3337,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3338,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3339,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3340,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3341,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3342,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3343,Eficacia,"El sistema carece de precisión al generar un documento con datos erróneos. Esto impide que el personal de admisión cumpla su objetivo de emitir un comprobante válido y exacto, afectando la efectividad de la gestión administrativa."
3344,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3345,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3346,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3347,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3348,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3349,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3350,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3351,Eficacia,"La caída del módulo impide finalizar el proceso financiero, lo que resulta en un grado de completitud nulo para la tarea y bloquea por completo el objetivo del usuario."
3352,Eficacia,El sistema falla en la exactitud y precisión de los datos al transmitir una receta con información faltante.
3353,Eficiencia,El sistema no está optimizado para datos móviles y malgasta los recursos
3354,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3355,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3356,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
3357,Eficacia,"La imposibilidad de anular una factura errónea impide que el personal de admisión logre su objetivo de corregir y mantener la exactitud de los registros financieros, afectando la completitud de la gestión administrativa."
3358,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3359,Eficacia,"La imposibilidad de compartir la pantalla impide que se cumpla el objetivo crítico de comunicar los resultados médicos de forma visual y precisa durante la teleconsulta, afectando el grado de completitud de la atención médica."
3360,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3361,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3362,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3363,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3364,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3365,Eficacia,"La imposibilidad de anular una factura errónea impide que el personal de admisión logre su objetivo de corregir y mantener la exactitud de los registros financieros, afectando la completitud de la gestión administrativa."
3366,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3367,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3368,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
3369,Eficiencia,El sistema no está optimizado para datos móviles y malgasta los recursos
3370,Eficacia,El sistema falla en el grado de completitud de la tarea al no generar el documento médico tras la cita.
