id,fecha,modulo,descripcion,rol_usuario,sede,Caracteristica,palabras clave,Caracteristica asignada
1693,9/26/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Quito,,,Eficacia
3702,9/26/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Guayaquil,,,Eficacia
3734,9/26/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Quito,,,Ausencia de riesgo
1091,9/27/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Quito,,,Ausencia de riesgo
1931,9/27/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Cuenca,,,Ausencia de riesgo
2072,9/27/2025,HCE,Nota de evolucion tarda 31s en guardarse,Medico,Ambato,,,Eficiencia
2518,9/27/2025,Telemedicina,Videollamada se corta a los 4 minutos,Paciente,Quito,,,Eficacia
2993,9/27/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Cuenca,,,Eficacia
3249,9/27/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Quito,,,Eficacia
3336,9/27/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Guayaquil,,,Eficacia
3357,9/27/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Guayaquil,,,Cobertura de contexto
3552,9/27/2025,HCE,Tiempo de carga de la ficha clinica supera los 18s en horas pico,Enfermeria,Guayaquil,,,Eficiencia
3834,9/27/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Quito,,,Ausencia de riesgo
3954,9/27/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito,,,Eficacia
1063,9/28/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Manta,,,Ausencia de riesgo
1117,9/28/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Quito,,,Eficacia
1315,9/28/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil,,,Eficacia
1403,9/28/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Manta,,,Eficacia
2308,9/28/2025,HCE,Tiempo de carga de la ficha clinica supera los 29s en horas pico,Enfermeria,Guayaquil,,,Eficiencia
2375,9/28/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil,,,Eficiencia
3015,9/28/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Cuenca,,,Eficacia
3398,9/28/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Guayaquil,,,Eficacia
3728,9/28/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Guayaquil,,,Satisfacción
1028,9/29/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Guayaquil,,,Eficacia
1452,9/29/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Guayaquil,,,Eficacia
2016,9/29/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Ambato,,,Eficacia
2075,9/29/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil,,,Eficacia
2401,9/29/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Guayaquil,,,Eficacia
2451,9/29/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Guayaquil,,,Eficacia
2477,9/29/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Guayaquil,,,Ausencia de riesgo
3063,9/29/2025,Laboratorio,Retraso de 30s en la disponibilidad de resultados criticos,Enfermeria,Ambato,,,Eficiencia
3559,9/29/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Quito,,,Ausencia de riesgo
3743,9/29/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Quito,,,Ausencia de riesgo
3882,9/29/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Guayaquil,,,Eficacia
1177,9/30/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Ambato,,,Eficacia
1363,9/30/2025,Facturacion,El sistema no permite anular una factura emitida por error,Paciente,Ambato,,,Eficacia
1436,9/30/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Ambato,,,Ausencia de riesgo
1623,9/30/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Guayaquil,,,Eficacia
1836,9/30/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 35s,Enfermeria,Quito,,,Eficiencia
2380,9/30/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Ambato,,,Eficacia
2662,9/30/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Ambato,,,Eficacia
3920,9/30/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil,,,Eficacia
1189,10/1/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Quito,,,Eficacia
1370,10/1/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Ambato,,,Eficacia
1602,10/1/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 34s,Enfermeria,Guayaquil,,,Eficiencia
1752,10/1/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Guayaquil,,,Eficacia
2148,10/1/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Cuenca,,,Eficacia
2171,10/1/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito,,,Eficacia
2231,10/1/2025,Facturacion,Retraso de 14s al procesar el pago con tarjeta de credito,Paciente,Guayaquil,,,Eficiencia
2307,10/1/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Guayaquil,,,Eficacia
2673,10/1/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Manta,,,Eficacia
2722,10/1/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Quito,,,Eficacia
2744,10/1/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Quito,,,Eficacia
2856,10/1/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Cuenca,,,Eficacia
2966,10/1/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Quito,,,Ausencia de riesgo
3230,10/1/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Cuenca,,,Eficacia
3352,10/1/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Quito,,,Eficacia
3462,10/1/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Guayaquil,,,Cobertura de contexto
3536,10/1/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito,,,Cobertura de contexto
1915,10/2/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Cuenca,,,Eficacia
2092,10/2/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Manta,,,Eficacia
3049,10/2/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito,,,Ausencia de riesgo
3508,10/2/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Guayaquil,,,Eficacia
3664,10/2/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Quito,,,Eficacia
1001,10/3/2025,Portal Citas,Usuario no logra agendar tras 2 intentos,Paciente,Guayaquil,,,Eficacia
1178,10/3/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Manta,,,Eficacia
1539,10/3/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito,,,Ausencia de riesgo
2137,10/3/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Guayaquil,,,Eficacia
2392,10/3/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Manta,,,Eficacia
3078,10/3/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Quito,,,Ausencia de riesgo
3209,10/3/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Manta,,,Eficacia
3633,10/3/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Guayaquil,,,Eficacia
3797,10/3/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Cuenca,,,Eficacia
3862,10/3/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Quito,,,Ausencia de riesgo
1116,10/4/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Guayaquil,,,Eficacia
1142,10/4/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Cuenca,,,Ausencia de riesgo
1476,10/4/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Guayaquil,,,Eficacia
1622,10/4/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Cuenca,,,Eficacia
1665,10/4/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito,,,Eficacia
2248,10/4/2025,Telemedicina,Videollamada se corta a los 3 minutos,Medico,Quito,,,Eficacia
2419,10/4/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Cuenca,,,Cobertura de contexto
3257,10/4/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Quito,,,Satisfacción
3305,10/4/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Quito,,,Eficacia
3326,10/4/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Ambato,,,Eficacia
3530,10/4/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Manta,,,Ausencia de riesgo
3576,10/4/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Guayaquil,,,Ausencia de riesgo
3840,10/4/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Medico,Cuenca,,,Eficacia
1252,10/5/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Cuenca,,,Eficacia
1991,10/5/2025,HCE,Tiempo de carga de la ficha clinica supera los 13s en horas pico,Enfermeria,Guayaquil,,,Eficiencia
2026,10/5/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Manta,,,Ausencia de riesgo
2145,10/5/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Quito,,,Eficacia
2286,10/5/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Enfermeria,Guayaquil,,,Eficacia
2657,10/5/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Manta,,,Satisfacción
2697,10/5/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Guayaquil,,,Ausencia de riesgo
3283,10/5/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,,,Ausencia de riesgo
2165,10/6/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito,,,Ausencia de riesgo
2908,10/6/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Ambato,,,Eficacia
2969,10/6/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Ambato,,,Eficacia
2989,10/6/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Guayaquil,,,Eficacia
3507,10/6/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Manta,,,Eficacia
1600,10/7/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Cuenca,,,Eficacia
2120,10/7/2025,Facturacion,Retraso de 30s al procesar el pago con tarjeta de credito,Admision,Quito,,,Eficiencia
2716,10/7/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Ambato,,,Eficacia
2717,10/7/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito,,,Eficacia
2911,10/7/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Quito,,,Eficacia
3159,10/7/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Enfermeria,Quito,,,Eficacia
2082,10/8/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil,,,Eficiencia
2351,10/8/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Quito,,,Eficacia
2431,10/8/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Ambato,,,Eficacia
2512,10/8/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Ambato,,,Eficacia
2692,10/8/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Manta,,,Eficacia
3969,10/8/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 33 minutos,Gerencia,Quito,,,Eficiencia
1344,10/9/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Ambato,,,Eficacia
1435,10/9/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Quito,,,Eficacia
1766,10/9/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Ambato,,,Eficacia
1975,10/9/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Manta,,,Eficacia
2325,10/9/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Quito,,,Eficacia
2422,10/9/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Ambato,,,Eficacia
2526,10/9/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Guayaquil,,,Eficacia
2723,10/9/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Guayaquil,,,Ausencia de riesgo
3377,10/9/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Quito,,,Eficacia
3735,10/9/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Quito,,,Eficacia
3810,10/9/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Ambato,,,Ausencia de riesgo
1478,10/10/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Ambato,,,Satisfacción
1800,10/10/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil,,,Eficiencia
1918,10/10/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Enfermeria,Guayaquil,,,Eficacia
2152,10/10/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Manta,,,Ausencia de riesgo
2310,10/10/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Ambato,,,Cobertura de contexto
2355,10/10/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Cuenca,,,Ausencia de riesgo
2801,10/10/2025,HCE,Tiempo de carga de la ficha clinica supera los 23s en horas pico,Medico,Ambato,,,Eficiencia
3054,10/10/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Guayaquil,,,Ausencia de riesgo
3104,10/10/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Manta,,,Eficacia
3330,10/10/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Cuenca,,,Cobertura de contexto
3572,10/10/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Ambato,,,Eficacia
3768,10/10/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Guayaquil,,,Eficacia
1113,10/11/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito,,,Eficacia
1139,10/11/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Quito,,,Satisfacción
2834,10/11/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Quito,,,Eficacia
3034,10/11/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Ambato,,,Ausencia de riesgo
3341,10/11/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Paciente,Guayaquil,,,Ausencia de riesgo
3481,10/11/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito,,,Eficacia
1258,10/12/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Quito,,,Eficacia
1368,10/12/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Cuenca,,,Eficacia
1796,10/12/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Manta,,,Eficacia
1838,10/12/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Guayaquil,,,Eficacia
2274,10/12/2025,Facturacion,Retraso de 24s al procesar el pago con tarjeta de credito,Admision,Quito,,,Eficiencia
2553,10/12/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Quito,,,Eficacia
2721,10/12/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Guayaquil,,,Eficacia
2862,10/12/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Guayaquil,,,Eficacia
3232,10/12/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Cuenca,,,Eficacia
3446,10/12/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Cuenca,,,Eficacia
3521,10/12/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Quito,,,Eficacia
1502,10/13/2025,Portal Citas,Usuario no logra agendar tras 5 intentos,Paciente,Quito,,,Eficacia
2095,10/13/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Cuenca,,,Eficacia
2096,10/13/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Ambato,,,Eficacia
2563,10/13/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito,,,Eficacia
3142,10/13/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Manta,,,Eficacia
3227,10/13/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Quito,,,Eficacia
3331,10/13/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Guayaquil,,,Eficacia
3420,10/13/2025,Portal Citas,Tiempo de espera en el portal supera los 29s en horas pico,Admision,Quito,,,Eficiencia
3479,10/13/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Medico,Quito,,,Eficacia
3778,10/13/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Guayaquil,,,Eficacia
3858,10/13/2025,Portal Citas,Usuario no logra agendar tras 5 intentos,Paciente,Quito,,,Eficacia
3870,10/13/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Ambato,,,Eficacia
1103,10/14/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Guayaquil,,,Eficacia
1274,10/14/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Cuenca,,,Eficacia
1295,10/14/2025,Portal Citas,Usuario no logra agendar tras 2 intentos,Paciente,Guayaquil,,,Eficacia
1414,10/14/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil,,,Eficacia
1508,10/14/2025,Telemedicina,Videollamada se corta a los 2 minutos,Paciente,Ambato,,,Eficacia
1714,10/14/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Guayaquil,,,Eficacia
1981,10/14/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito,,,Cobertura de contexto
2559,10/14/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito,,,Cobertura de contexto
2658,10/14/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Quito,,,Eficacia
2955,10/14/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Quito,,,Eficacia
3455,10/14/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Cuenca,,,Eficacia
3963,10/14/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Guayaquil,,,Ausencia de riesgo
4000,10/14/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Manta,,,Eficacia
1608,10/15/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Medico,Quito,,,Eficacia
1820,10/15/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Manta,,,Eficiencia
2521,10/15/2025,HCE,Nota de evolucion tarda 11s en guardarse,Medico,Ambato,,,Eficiencia
1381,10/16/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito,,,Eficacia
1653,10/16/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Quito,,,Eficacia
1727,10/16/2025,Telemedicina,Videollamada se corta a los 5 minutos,Paciente,Quito,,,Eficacia
1778,10/16/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Cuenca,,,Eficacia
1815,10/16/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Cuenca,,,Eficacia
2100,10/16/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Cuenca,,,Ausencia de riesgo
2303,10/16/2025,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Quito,,,Ausencia de riesgo
2509,10/16/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Quito,,,Eficacia
2789,10/16/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Quito,,,Ausencia de riesgo
3053,10/16/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Quito,,,Eficacia
3258,10/16/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Ambato,,,Eficacia
3601,10/16/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito,,,Eficacia
3631,10/16/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Guayaquil,,,Eficacia
1253,10/17/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Quito,,,Satisfacción
2439,10/17/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Quito,,,Ausencia de riesgo
3529,10/17/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Guayaquil,,,Eficacia
1003,10/18/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito,,,Eficacia
1209,10/18/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Guayaquil,,,Eficacia
1245,10/18/2025,HCE,Nota de evolucion tarda 35s en guardarse,Enfermeria,Ambato,,,Eficiencia
1297,10/18/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Cuenca,,,Satisfacción
1541,10/18/2025,HCE,Nota de evolucion tarda 22s en guardarse,Medico,Cuenca,,,Eficiencia
2206,10/18/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Quito,,,Eficacia
2719,10/18/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Guayaquil,,,Eficacia
1143,10/19/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Ambato,,,Eficacia
1155,10/19/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Cuenca,,,Eficacia
1293,10/19/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Quito,,,Eficacia
2010,10/19/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Guayaquil,,,Eficacia
2153,10/19/2025,HCE,Tiempo de carga de la ficha clinica supera los 20s en horas pico,Enfermeria,Guayaquil,,,Eficiencia
2199,10/19/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Enfermeria,Cuenca,,,Cobertura de contexto
2483,10/19/2025,HCE,Nota de evolucion tarda 26s en guardarse,Medico,Ambato,,,Eficiencia
2664,10/19/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Manta,,,Eficacia
2763,10/19/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 27s,Medico,Cuenca,,,Eficiencia
2780,10/19/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Quito,,,Eficacia
3019,10/19/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Ambato,,,Eficacia
1367,10/20/2025,HCE,Nota de evolucion tarda 20s en guardarse,Medico,Guayaquil,,,Eficiencia
2934,10/20/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Guayaquil,,,Cobertura de contexto
3068,10/20/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito,,,Ausencia de riesgo
3284,10/20/2025,Reportes Gerenciales,Discrepancia entre el reporte financiero y el modulo de facturacion,Gerencia,Cuenca,,,Ausencia de riesgo
1316,10/21/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Guayaquil,,,Eficacia
1431,10/21/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Cuenca,,,Satisfacción
1826,10/21/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Quito,,,Ausencia de riesgo
2426,10/21/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Cuenca,,,Eficacia
2741,10/21/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Quito,,,Eficacia
2757,10/21/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Guayaquil,,,Eficacia
2926,10/21/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Cuenca,,,Eficacia
3509,10/21/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Guayaquil,,,Ausencia de riesgo
1262,10/22/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Guayaquil,,,Ausencia de riesgo
1437,10/22/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 26s,Medico,Quito,,,Eficiencia
1992,10/22/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Guayaquil,,,Eficacia
2217,10/22/2025,Telemedicina,Videollamada se corta a los 3 minutos,Medico,Guayaquil,,,Eficacia
2219,10/22/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito,,,Eficacia
2528,10/22/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Quito,,,Eficacia
3629,10/22/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Guayaquil,,,Ausencia de riesgo
1009,10/23/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Quito,,,Eficacia
1469,10/23/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Cuenca,,,Eficacia
